"","SRR10025184","SRR10025185","SRR17261763","SRR17261764","SRR17261651","SRR17261652","SRR17261653","SRR8145407","SRR8145408","SRR8145409","SRR8145410","SRR8145411","SRR8145412","SRR17261705","SRR5115673","SRR5115674","SRR5115675"
"ENSMUSG00000006699.18",5986,7156,5925,5603,6775,5762,6405,1679,1708,1686,2097,1632,1807,6144,6375,6556,6719
"ENSMUSG00000078520.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000023433.9",0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000041399.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028763.19",4825,3214,973,819,1664,1472,1828,176,196,163,222,217,194,683,1148,1431,1678
"ENSMUSG00000094035.4",11,4,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0
"ENSMUSG00000043411.16",4682,3278,1589,2362,1504,1325,1336,360,390,287,396,342,491,1610,705,774,679
"ENSMUSG00000041351.17",92,59,341,341,148,272,298,44,39,67,40,63,61,262,102,139,120
"ENSMUSG00000028766.11",605,486,348,793,318,328,305,106,91,92,87,109,104,460,142,91,88
"ENSMUSG00000057530.15",20757,13113,7734,8594,11825,10099,9459,1900,1709,1845,1817,1334,1852,10751,1995,2390,2376
"ENSMUSG00000028760.17",4061,3071,1831,1969,2193,1443,1696,304,376,329,442,258,327,2220,533,678,765
"ENSMUSG00000028759.14",9739,9406,3316,4883,3874,3478,3070,922,945,878,950,769,946,4074,2586,2834,2666
"ENSMUSG00000045349.16",21,6,12,17,5,7,8,3,1,0,1,0,0,14,1,3,1
"ENSMUSG00000028758.13",11,3,6,1,0,6,8,0,0,2,0,0,0,6,1,1,2
"ENSMUSG00000028757.5",3285,2568,4255,3288,3542,3663,3575,950,1169,1014,1156,934,1018,4151,1047,1215,1133
"ENSMUSG00000028756.13",7249,6301,6166,5937,7231,6595,6214,1775,1929,1568,1614,1654,2078,7456,7739,8445,9771
"ENSMUSG00000028755.4",428,171,556,521,421,226,316,66,108,86,110,76,157,312,188,208,330
"ENSMUSG00000078235.4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000041241.13",2369,1703,1578,1239,1559,1387,1581,354,392,343,397,385,457,1900,1028,1348,1556
"ENSMUSG00000046447.4",3710,3512,2815,4099,2943,2824,2318,1327,1354,1225,1227,1506,1342,3008,902,1004,1108
"ENSMUSG00000028753.13",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043621.14",6,3,6,0,12,5,19,1,2,0,1,6,0,20,1,0,6
"ENSMUSG00000028750.13",1,1,1,3,0,0,1,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000028749.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041202.13",8,0,13,4,9,17,17,2,0,1,2,0,1,21,3,1,0
"ENSMUSG00000041193.16",6,6,3,0,2,6,14,0,1,1,1,1,2,3,6,3,1
"ENSMUSG00000078518.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028751.14",0,2,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0
"ENSMUSG00000041161.9",325,240,114,155,207,122,129,22,21,23,33,20,37,233,152,186,158
"ENSMUSG00000070661.8",457,255,415,210,366,274,324,44,58,63,46,56,124,260,266,255,344
"ENSMUSG00000041143.17",910,601,610,422,1019,774,872,126,145,145,147,124,139,898,506,631,671
"ENSMUSG00000028747.11",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041120.7",27,7,26,11,31,18,23,18,31,28,15,51,9,32,1,7,12
"ENSMUSG00000050608.12",1359,986,1789,1742,1173,1148,1010,570,500,516,567,535,590,1286,97,129,99
"ENSMUSG00000028745.19",3549,3291,3080,3119,3557,2859,3149,863,1049,1096,1330,901,886,3745,432,559,488
"ENSMUSG00000028744.16",595,326,695,950,488,568,445,134,107,96,145,124,142,634,389,425,481
"ENSMUSG00000028743.8",3644,1899,5480,5680,3247,3051,2855,1339,1540,1427,1271,1362,1462,4074,1378,1503,1577
"ENSMUSG00000028741.14",1245,1393,698,1071,523,375,408,171,177,234,164,178,165,608,373,328,384
"ENSMUSG00000078517.13",3837,2330,2003,2440,1415,1099,1192,429,388,456,350,415,335,1594,1016,1369,1274
"ENSMUSG00000066036.15",25177,15739,4390,5597,6743,5617,5539,831,861,917,767,755,926,6669,2709,3627,3128
"ENSMUSG00000041025.16",1232,863,636,539,640,679,640,99,174,167,170,195,149,737,512,461,422
"ENSMUSG00000094439.2",41,5,1,5,2,2,0,0,0,0,0,0,0,6,1,11,6
"ENSMUSG00000028737.16",11359,6944,10170,10149,12678,14753,12319,4827,3985,3895,3014,4110,4514,14031,5838,6455,6594
"ENSMUSG00000028738.15",3,1,2,9,4,5,1,0,1,0,0,2,0,0,0,0,0
"ENSMUSG00000028736.14",0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
"ENSMUSG00000078234.7",1535,1087,1024,325,1360,816,1533,159,289,330,254,324,353,1810,445,774,868
"ENSMUSG00000040972.9",15,13,12,1,13,14,1,2,0,4,1,1,3,3,6,1,7
"ENSMUSG00000040964.17",2801,1906,1239,1531,1453,1078,1248,228,213,242,240,233,238,1532,1060,1090,1019
"ENSMUSG00000040945.14",987,702,1302,1639,1124,737,872,252,164,175,238,165,167,1099,364,553,417
"ENSMUSG00000040935.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025330.7",13,8,19,19,19,3,12,5,9,7,1,0,2,38,1,5,3
"ENSMUSG00000025328.10",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000025329.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"ENSMUSG00000028927.7",57,46,44,37,52,25,48,14,7,13,7,10,4,57,5,3,9
"ENSMUSG00000009863.15",6184,5851,6361,6343,6465,6801,6211,2155,2022,2012,1766,1927,2205,8036,3890,3911,4634
"ENSMUSG00000036622.16",791,585,1227,1191,1717,1018,1407,138,243,224,308,122,178,1561,559,793,722
"ENSMUSG00000060572.18",10,7,2,13,3,9,9,3,2,2,0,3,1,6,2,5,2
"ENSMUSG00000040860.17",150,75,109,108,92,71,72,14,30,18,37,24,20,97,70,102,108
"ENSMUSG00000028923.15",475,324,543,644,601,386,610,97,117,120,172,77,94,566,193,254,231
"ENSMUSG00000045004.4",17,6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7
"ENSMUSG00000040842.18",3944,3185,2409,1823,3719,3250,3360,571,631,422,603,511,632,2544,1404,1683,1516
"ENSMUSG00000028920.10",922,720,475,747,575,522,464,69,83,97,86,78,98,655,152,179,146
"ENSMUSG00000073733.5",32,23,10,16,11,17,6,1,2,4,2,2,1,11,6,7,0
"ENSMUSG00000028919.12",4850,1663,2298,4734,3527,2855,2813,857,710,694,674,597,822,3799,488,731,612
"ENSMUSG00000006445.4",2525,1123,942,1199,897,1569,868,115,146,143,198,125,214,837,826,755,1075
"ENSMUSG00000006218.5",40,40,86,41,23,25,35,3,12,12,10,15,12,60,14,12,16
"ENSMUSG00000033770.14",0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000006216.11",0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000006221.8",9,3,5,5,1,6,2,12,10,15,19,12,11,2,0,0,1
"ENSMUSG00000070637.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000006215.13",667,365,465,620,427,342,434,90,109,98,85,76,108,562,301,348,322
"ENSMUSG00000040761.17",4080,2664,589,911,1443,1220,1337,118,128,108,111,111,116,1490,436,401,359
"ENSMUSG00000006219.13",148,86,111,50,202,169,232,38,33,32,48,33,22,147,9,10,11
"ENSMUSG00000043085.15",561,267,515,659,346,359,284,57,85,101,120,89,116,640,400,456,502
"ENSMUSG00000040740.8",1220,616,200,176,314,551,242,49,91,91,85,73,129,599,204,230,389
"ENSMUSG00000028917.15",1354,880,689,720,953,623,865,109,166,170,178,101,132,961,219,376,359
"ENSMUSG00000078515.5",30316,27256,5358,7084,9133,8814,7130,1527,1519,1614,1539,1393,1839,9722,3585,4277,4405
"ENSMUSG00000040715.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000040706.5",9141,5682,5490,3959,6983,6476,5497,1826,1892,1703,1630,1484,2237,7588,3756,3422,5165
"ENSMUSG00000040697.11",914,687,469,574,667,577,545,95,103,100,129,87,101,897,242,335,296
"ENSMUSG00000028914.14",955,568,666,702,1337,1310,1342,195,163,177,149,170,213,1100,178,239,227
"ENSMUSG00000058579.6",6,12,11,68,15,24,14,11,5,4,9,4,0,7,6,4,8
"ENSMUSG00000040659.4",1864,1213,1672,3355,1948,1803,1921,415,451,512,464,482,380,2563,225,226,235
"ENSMUSG00000051435.12",171,83,72,299,66,78,68,36,20,45,29,51,38,105,29,29,29
"ENSMUSG00000040616.4",327,407,490,770,576,453,510,98,132,133,164,125,104,672,37,94,53
"ENSMUSG00000040606.15",157,87,55,77,41,50,84,9,10,11,10,9,15,56,28,32,29
"ENSMUSG00000110067.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000057637.14",3136,2815,792,1278,1504,1664,1373,192,238,165,191,254,152,1749,174,215,191
"ENSMUSG00000028583.15",9,3,7,13,11,23,17,18,32,18,15,26,13,5,0,2,7
"ENSMUSG00000028584.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041805.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046862.15",618,560,237,244,406,391,341,78,67,51,83,77,88,426,347,361,370
"ENSMUSG00000047799.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095409.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070616.16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096154.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070618.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066688.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078513.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070617.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046435.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066031.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000059218.15",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000029451.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078512.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078511.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000078510.4",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000078509.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073724.13",0,0,0,0,3,0,2,0,1,1,2,0,0,0,0,0,0
"ENSMUSG00000073723.11",0,0,0,0,3,0,2,0,1,1,2,0,0,0,0,0,1
"ENSMUSG00000050810.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066030.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046262.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036749.16",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"ENSMUSG00000078508.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070619.6",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000073721.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028591.12",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028589.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078507.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028593.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078506.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070609.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078505.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041735.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078504.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066026.15",10099,4624,6979,3817,9742,7415,8304,1691,2015,1708,1681,1753,2210,7477,2209,2255,2342
"ENSMUSG00000020220.17",19704,13359,2040,2328,4616,3579,3877,523,573,518,485,515,670,4460,2739,3384,3056
"ENSMUSG00000028599.11",2341,2059,1987,1469,2033,1984,1645,407,448,527,594,542,378,2359,246,341,251
"ENSMUSG00000028602.13",3,0,11,2,21,5,1,2,2,0,0,1,5,3,1,1,1
"ENSMUSG00000078503.10",1,1,9,0,10,5,5,3,3,4,1,1,5,14,4,6,4
"ENSMUSG00000078502.11",403,955,107,74,387,272,409,49,66,27,69,39,69,341,20,46,46
"ENSMUSG00000058186.14",48,47,22,15,27,10,11,3,3,2,2,2,0,22,5,2,0
"ENSMUSG00000078500.4",0,2,3,0,1,0,3,0,1,1,0,0,1,3,0,0,1
"ENSMUSG00000066009.9",11,11,5,7,5,1,6,3,1,3,0,1,0,3,3,0,1
"ENSMUSG00000066007.16",19,29,14,12,14,8,12,1,3,4,7,2,1,14,13,5,6
"ENSMUSG00000070605.5",418,1051,128,102,315,162,313,37,76,53,77,36,37,203,36,55,78
"ENSMUSG00000056300.15",2,9,6,1,2,5,8,1,0,0,3,0,1,6,15,1,6
"ENSMUSG00000063245.12",304,662,22,22,92,47,111,31,49,43,69,25,22,67,19,25,46
"ENSMUSG00000045699.5",2,12,2,1,3,6,16,0,2,1,0,2,0,3,1,0,2
"ENSMUSG00000086147.3",7,15,1,5,2,2,15,2,1,3,1,2,0,5,0,0,0
"ENSMUSG00000067919.9",16,23,15,10,20,12,7,2,4,5,8,2,0,16,21,2,6
"ENSMUSG00000067916.10",506,1335,109,96,274,150,278,54,72,81,115,56,38,205,38,60,75
"ENSMUSG00000078498.6",7,10,1,6,6,0,6,2,1,2,0,0,0,1,0,0,1
"ENSMUSG00000078497.10",5,17,5,3,7,2,10,0,1,0,2,1,1,8,0,2,0
"ENSMUSG00000078496.10",990,1966,37,31,185,81,127,0,8,17,7,10,9,127,29,40,19
"ENSMUSG00000065999.14",3,20,3,4,13,7,6,6,5,3,3,1,4,4,1,6,4
"ENSMUSG00000066000.13",24,44,6,7,12,14,23,0,0,1,0,5,3,14,46,61,56
"ENSMUSG00000062518.8",1,0,10,1,28,26,21,1,1,2,0,6,0,14,0,0,8
"ENSMUSG00000078495.11",453,915,123,85,303,218,301,45,64,34,62,43,64,270,38,42,57
"ENSMUSG00000059423.14",1307,1379,172,221,281,298,241,47,73,46,72,61,67,281,363,376,372
"ENSMUSG00000029022.19",637,352,1118,1950,578,616,607,146,174,183,185,221,157,984,186,204,238
"ENSMUSG00000070583.2",266,173,13,36,54,73,66,16,17,11,15,11,12,94,14,25,50
"ENSMUSG00000029020.14",6127,4255,2540,3189,3710,2505,3565,968,968,1051,848,837,915,5006,578,797,789
"ENSMUSG00000019055.16",3127,2719,1668,2267,2724,1593,2389,361,435,419,601,337,382,2661,602,757,687
"ENSMUSG00000044496.7",815,752,1138,1279,1208,1013,1051,219,296,287,265,231,248,1432,975,1126,1039
"ENSMUSG00000029019.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000041616.10",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029016.14",303,147,364,715,389,296,333,54,50,52,60,64,74,239,124,130,129
"ENSMUSG00000029009.18",3375,2336,891,522,1036,479,600,76,75,57,131,66,139,682,955,959,807
"ENSMUSG00000029007.9",544,449,308,276,530,344,439,62,78,90,83,69,57,561,115,145,133
"ENSMUSG00000029005.5",2,0,2,3,7,1,5,0,1,0,0,0,0,4,1,1,2
"ENSMUSG00000029003.12",810,526,848,468,848,557,659,113,147,115,193,137,217,720,238,303,246
"ENSMUSG00000055401.15",1183,947,1801,1203,1607,1073,1636,230,297,235,347,285,377,1807,737,850,770
"ENSMUSG00000029001.16",192,116,109,148,126,104,98,15,31,18,25,28,21,141,38,59,42
